year,state_po,district,COUNTA of Key,Race key,Democrat name,Republican name,Experience (D),Experience (R),Campaign finance (D),Campaign finance (R),candidates votes (D),Candidates votes (R)
2018,TX,22,2,TX_22_2018,SRI PRESTON KULKARNI,PETE OLSON,2,12,1609335.83,1927405.71,138153,152750
2018,TX,23,2,TX_23_2018,GINA ORTIZ JONES,WILL HURD,2,10,6103697.69,5192900.98,102359,103285
2018,TX,24,2,TX_24_2018,JAN MCDOWELL,KENNY E MARCHANT,6,16,95507.42,1103925.68,125231,133317
2018,TX,25,2,TX_25_2018,JULIE OLIVER,ROGER WILLIAMS,2,10,645926.18,1647321.88,136385,163023
2018,TX,26,2,TX_26_2018,LINSEY FAGAN,MICHAEL C BURGESS,0,20,106139.87,1744861.24,121938,185551
2018,TX,27,2,TX_27_2018,ERIC HOLGUIN,MICHAEL CLOUD,0,4,198801.62,688599.86,75929,125118
2018,TX,29,2,TX_29_2018,SYLVIA R GARCIA,PHILLIP ARONOFF,2,0,0,98484.59,88188,28098
2018,TX,31,2,TX_31_2018,"MARY JENNINGS ""MJ"" HEGAR",JOHN CARTER,0,20,5069600.64,1968957.43,136362,144680
2018,TX,32,2,TX_32_2018,COLIN ALLRED,PETE SESSIONS,4,31,5869234.53,5225907.24,144067,126101
2018,TX,33,2,TX_33_2018,MARC VEASEY,WILLIE BILLUPS,10,0,1409498.33,60062.25,90805,26120
2018,TX,34,2,TX_34_2018,FILEMON B VELA,REY GONZALEZ,10,4,726634.62,95421.53,85825,57243
2018,TX,35,2,TX_35_2018,LLOYD DOGGETT,DAVID SMALLING,28,0,513675.72,46370.89,138278,50553
2018,TX,36,2,TX_36_2018,DAYNA STEELE,BRIAN BABIN,0,26,901866.46,1000300.37,60908,161048
2018,UT,1,2,UT_1_2018,LEE CASTILLO,ROB BISHOP,0,18,25997,1043801.42,63308,156692
2018,UT,2,2,UT_2_2018,SHIREEN GHORBANI,CHRIS STEWART,0,10,442738.79,938943.7,105051,151489
2018,UT,3,2,UT_3_2018,JAMES COURAGE SINGER,JOHN CURTIS,0,4,33609.35,1463994.23,70686,174856
2018,UT,4,2,UT_4_2018,BEN MCADAMS,MIA B LOVE,2,6,3306517.59,5951840.23,134964,134270
2018,VA,1,2,VA_1_2018,VANGIE A WILLIAMS,"ROBERT J ""ROB"" WITTMAN",2,14,366217.03,2103338.52,148464,183250
2018,VA,2,2,VA_2_2018,ELAINE G LURIA,SCOTT W TAYLOR,4,10,4270824.21,4083442.48,139571,133458
2018,VA,4,2,VA_4_2018,A DONALD MCEACHIN,RYAN A MCADAMS,6,0,931320.54,238960.01,187642,107706
2018,VA,5,2,VA_5_2018,LESLIE C COCKBURN,DENVER L RIGGLEMAN III,0,2,3530910.19,1941098.64,145040,165339
2018,VA,6,2,VA_6_2018,JENNIFER LYNN LEWIS,BEN L CLINE,4,4,426748.86,980497.57,113133,167957
2018,VA,7,2,VA_7_2018,ABIGAIL A SPANBERGER,DAVE A BRAT,4,6,7289953.38,3371043.95,176079,169295
2018,VA,8,2,VA_8_2018,DONALD S BEYER JR,THOMAS S OH,8,0,1831271.73,74602.45,247137,76899
2018,VA,9,2,VA_9_2018,ANTHONY J FLACCAVENTO,H MORGAN GRIFFITH,0,12,1061769.88,1242671.21,85833,160933
2018,VA,10,2,VA_10_2018,JENNIFER T WEXTON,BARBARA J COMSTOCK,4,4,6115334.19,6456797.13,206356,160841
2018,VA,11,2,VA_11_2018,GERALD EDWARD CONNOLLY,JEFF A DOVE JR,14,2,1672905.46,657964.85,219191,83023
2018,VT,0,2,VT_0_2018,PETER WELCH,ANYA TYNIO,16,4,670612.27,10773.19,188547,70705
2018,WA,1,2,WA_1_2018,SUZAN DELBENE,JEFFREY BEELER,12,2,1558467.49,18808.39,197209,135534
2018,WA,3,2,WA_3_2018,CAROLYN LONG,JAIME HERRERA BEUTLER,2,12,3853132.37,0,145407,161819
2018,WA,4,2,WA_4_2018,CHRISTINE BROWN,DAN NEWHOUSE,0,8,467396.37,1077766.47,83785,141551
2018,WA,5,2,WA_5_2018,LISA BROWN,CATHY MCMORRIS RODGERS,0,18,5709605.32,3503094.11,144925,175422
2018,WA,6,2,WA_6_2018,DEREK KILMER,DOUGLAS DIGHTMAN,10,0,1359239.54,42423.04,206409,116677
2018,WA,7,2,WA_7_2018,PRAMILA JAYAPAL,CRAIG KELLER,6,6,1555983.33,6780,329800,64881
2018,WA,8,2,WA_8_2018,KIM SCHRIER,DINO ROSSI,4,0,8075093.38,4821393.1,164089,148968
2018,WA,9,2,WA_9_2018,ADAM SMITH,Null,26,Null,1623912.68,Null,163345,Null
2018,WA,10,2,WA_10_2018,DENNY HECK,JOSEPH BRUMBLES,10,0,1221635.07,6071.52,166215,103860
2018,WI,1,2,WI_1_2018,RANDY BRYCE,BRYAN STEIL,0,4,8616498.17,2287662.97,137508,177492
2018,WI,3,2,WI_3_2018,RON KIND,STEVE TOFT,26,0,2250777.46,304917.76,187888,126980
2018,WI,4,2,WI_4_2018,GWEN S MOORE,TIM ROGERS,18,4,1066541.23,0,206487,59091
2018,WI,5,2,WI_5_2018,TOM PALZEWICZ,F JAMES SENSENBRENNER JR,2,42,260310.16,482430.83,138385,225619
2018,WI,6,2,WI_6_2018,DAN KOHL,GLENN GROTHMAN,0,8,3410842.7,1853478.42,144536,180311
2018,WI,7,2,WI_7_2018,MARGARET ENGEBRETSON,SEAN P DUFFY,0,10,127704.88,2837983.83,124307,194061
2018,WI,8,2,WI_8_2018,BEAU LIEGEOIS,MIKE GALLAGHER,0,6,343473.92,2101885.94,119265,209410
2018,WV,1,2,WV_1_2018,KENDRA FERSHEE,DAVID B MCKINLEY,0,12,276609.14,1442439.97,70217,127997
2018,WV,2,2,WV_2_2018,TALLEY SERGENT,ALEX X MOONEY,0,8,683790.4,1246402.35,88011,110504
2018,WV,3,2,WV_3_2018,RICHARD OJEDA II,CAROL MILLER,0,4,2844604.38,1924905.17,76340,98645
2018,WY,0,2,WY_0_2018,GREG HUNTER,LIZ CHENEY,0,6,47069.51,715739.91,59903,127963
2020,AK,0,2,AK_0_2020,ALYSE S GALVIN,DON YOUNG,2,46,5162902.93,1817836.79,159856,192126
2020,AL,1,2,AL_1_2020,JAMES AVERHART,JERRY CARL,0,0,78973.24,0,116949,211825
2020,AL,2,2,AL_2_2020,PHYLLIS HARVEY-HALL,BARRY MOORE,2,4,57661.16,836276.8,105286,197996
2020,AL,3,2,AL_3_2020,ADIA WINFREY,MIKE ROGERS,2,20,41221.09,1228340.4,104595,217384
2020,AL,4,2,AL_4_2020,RICK NEIGHBORS,ROBERT B ADERHOLT,4,26,47908.58,1352138.08,56237,261553
2020,AR,2,2,AR_2_2020,JOYCE ELLIOTT,J FRENCH HILL,0,8,3540156.67,3059235.64,148410,184093
2020,AR,3,2,AR_3_2020,CELESTE WILLIAMS,STEVE WOMACK,0,12,356059.69,924120.94,106325,214960
2020,AR,4,2,AR_4_2020,WILLIAM H HANSON,BRUCE WESTERMAN,0,8,111682.66,1123311.93,75750,191617
2020,AZ,1,2,AZ_1_2020,TOM O'HALLERAN,TIFFANY SHEDD,6,2,3359686.85,1655234.73,188469,176709
2020,AZ,2,2,AZ_2_2020,ANN KIRKPATRICK,BRANDON MARTIN,14,0,1433662.33,387527.04,209945,170975
2020,AZ,3,2,AZ_3_2020,RAUL M GRIJALVA,DANIEL WOOD,20,2,691287.6,42480.94,174243,95594
2020,AZ,4,2,AZ_4_2020,DELINA DISANTO,PAUL A GOSAR,4,12,79757.81,759239.4,120484,278002
2020,AZ,5,2,AZ_5_2020,JOAN GREENE,ANDY BIGGS,4,6,225188.62,1338431.77,183171,262414
2020,AZ,6,2,AZ_6_2020,HIRAL TIPIRNENI,DAVID SCHWEIKERT,4,28,6413897.02,2283320.82,199644,217783
2020,AZ,7,2,AZ_7_2020,RUBEN GALLEGO,JOSHUA BARNETT,8,2,1668669.29,17882.67,165452,50226
2020,AZ,8,2,AZ_8_2020,MICHAEL MUSCATO,DEBBIE LESKO,2,4,399329.13,996781.94,170816,251633
2020,AZ,9,2,AZ_9_2020,GREG STANTON,DAVE GILES,4,6,1019971.13,129934.54,217094,135180
2020,CA,1,2,CA_1_2020,AUDREY DENNEY,DOUG LAMALFA,2,10,2475446.47,1179453.85,154073,204190
2020,CA,2,2,CA_2_2020,JARED HUFFMAN,DALE K MENSING,10,6,821812.64,2235.73,294435,94320
2020,CA,3,2,CA_3_2020,JOHN GARAMENDI,TAMIKA HAMILTON,12,2,717060.34,384583.7,176043,145945
2020,CA,4,2,CA_4_2020,BRYNNE S KENNEDY,TOM MCCLINTOCK,2,36,3018528.82,2130296.45,194731,247291
2020,CA,5,2,CA_5_2020,MIKE THOMPSON,SCOTT GIBLIN,24,2,2044727.04,593.86,271233,85227
2020,CA,6,2,CA_6_2020,DORIS O MATSUI,CHRIS BISH,16,2,1077824.78,45285.82,229648,83466
2020,CA,7,2,CA_7_2020,AMI BERA,BUZZ PATTERSON,12,2,1126435.93,67330.19,217416,166549
2020,CA,8,2,CA_8_2020,CHRISTINE BUBSER,JAY OBERNOLTE,0,2,1876717.93,1958786.11,124400,158711
2020,CA,9,2,CA_9_2020,JERRY MCNERNEY,"ANTONIO C ""TONY"" AMADOR",18,0,1128095.71,52225,174252,128358
2020,CA,10,2,CA_10_2020,JOSH HARDER,TED HOWZE,4,2,4091139.47,1878228.79,166865,135629
2020,CA,11,2,CA_11_2020,MARK DESAULNIER,NISHA SHARMA,12,0,442546.73,182994.64,271063,100293
2020,CA,12,2,CA_12_2020,NANCY PELOSI,Null,34,Null,22681809.86,Null,281776,Null
2020,CA,13,2,CA_13_2020,BARBARA LEE,NIKKA PITERMAN,24,0,1810132.05,9943.82,327863,34955
2020,CA,14,2,CA_14_2020,JACKIE SPEIER,RAN S PETEL,14,0,920752.1,0,278300,72705
2020,CA,15,2,CA_15_2020,ERIC SWALWELL,ALISON HAYDEN,10,2,4113000.86,8357.65,242991,99710
2020,CA,16,2,CA_16_2020,JIM COSTA,KEVIN COOKINGHAM,18,0,1846494.42,270292.35,128690,88039
2020,CA,17,2,CA_17_2020,RO KHANNA,RITESH TANDON,18,2,2535202.22,178014.57,212137,85199
2020,CA,18,2,CA_18_2020,ANNA G ESHOO,Null,34,Null,2078651.76,Null,217388,Null
2020,CA,19,2,CA_19_2020,ZOE LOFGREN,JUSTIN JAMES AGUILERA,28,2,1771845.87,11542.18,224385,88642
2020,CA,20,2,CA_20_2020,JIMMY PANETTA,JEFF GORMAN,6,2,1596716.42,65047.32,236896,71658
2020,CA,21,2,CA_21_2020,TJ COX,DAVID G VALADAO,4,10,6094653.32,4018834.44,84406,85928
2020,CA,22,2,CA_22_2020,PHIL ARBALLO,DEVIN NUNES,2,24,5146107.01,20201844.61,144251,170888
2020,CA,23,2,CA_23_2020,KIM MANGONE,KEVIN MCCARTHY,0,16,1683148.6,25148569.55,115896,190222
2020,CA,24,2,CA_24_2020,SALUD O CARBAJAL,ANDY CALDWELL,6,0,1490230.52,1288902.84,212564,149781
2020,CA,25,2,CA_25_2020,CHRISTY SMITH,MIKE GARCIA,2,2,5943381.18,9762756.03,169305,169638
2020,CA,26,2,CA_26_2020,JULIA BROWNLEY,RONDA BALDWIN-KENNEDY,10,2,1351678.67,134605.11,208856,135877
2020,CA,27,2,CA_27_2020,JUDY CHU,JOHNNY J NALBANDIAN,13,2,963130.08,39170.47,221411,95907
2020,CA,28,2,CA_28_2020,ADAM B SCHIFF,ERIC EARLY,22,0,10404171.36,3839474.24,244271,91928
2020,CA,29,2,CA_29_2020,ANGELICA MARIA DUENAS,Null,4,Null,76627.11,Null,91524,Null
2020,CA,30,2,CA_30_2020,BRAD SHERMAN,MARK S REED,26,4,1112586.37,0,240038,105426
2020,CA,31,2,CA_31_2020,PETE AGUILAR,AGNES GIBBONEY,10,0,1915174.22,130107.43,175315,110735
2020,CA,32,2,CA_32_2020,GRACE F NAPOLITANO,JOSHUA M SCOTT,24,2,256046.86,14247.84,172942,86818
2020,CA,33,2,CA_33_2020,TED LIEU,JAMES P BRADLEY,8,0,1601806.11,100974.8,257094,123334
2020,CA,34,2,CA_34_2020,DAVID KIM,Null,0,Null,186898.66,Null,96554,Null
2020,CA,35,2,CA_35_2020,NORMA J TORRES,MIKE CARGILE,8,2,667057.26,36175.06,169405,74941
2020,CA,36,2,CA_36_2020,RAUL RUIZ,ERIN CRUZ,0,0,6243.65,53981.04,185151,121698
2020,CA,37,2,CA_37_2020,KAREN BASS,ERROL WEBBER,12,0,1220422.5,176111.56,254916,41705
2020,CA,38,2,CA_38_2020,LINDA T SANCHEZ,Null,20,Null,1157773.49,Null,190467,Null
2020,CA,39,2,CA_39_2020,GILBERT RAY CISNEROS JR,YOUNG KIM,2,4,4503468.14,6070017.32,169837,173946
2020,CA,40,2,CA_40_2020,LUCILLE ROYBAL-ALLARD,C ANTONIO DELGADO,0,0,0,79270.37,135572,50809
2020,CA,41,2,CA_41_2020,MARK TAKANO,AJA SMITH,30,4,962988.6,667305.83,168126,94447
2020,CA,42,2,CA_42_2020,"WILLIAM ""LIAM"" O'MARA",KEN CALVERT,2,0,130072.24,0,157773,210274
2020,CA,43,2,CA_43_2020,MAXINE WATERS,JOE E COLLINS III,36,2,1949929.14,9985292.74,199210,78688
2020,CA,44,2,CA_44_2020,ANALILIA JOYA,Null,6,Null,0,Null,66375,Null
2020,CA,45,2,CA_45_2020,KATIE PORTER,GREG RATHS,4,6,6717188.33,1408703.47,221843,193096
2020,CA,46,2,CA_46_2020,J LUIS CORREA,JAMES S WATERS,6,0,666547.19,7048.08,157803,71716
2020,CA,47,2,CA_47_2020,ALAN S LOWENTHAL,JOHN BRISCOE,10,4,859602.01,61538.47,197028,114371
2020,CA,48,2,CA_48_2020,HARLEY ROUDA,MICHELLE STEEL,4,2,6465174.21,6271738.6,193362,201738
2020,CA,49,2,CA_49_2020,MIKE LEVIN,BRIAN MARYOTT,4,4,2959855.97,3444349.84,205349,181157
2020,CA,50,2,CA_50_2020,AMMAR CAMPA-NAJJAR,DARRELL ISSA,2,22,6428682.95,16521430.27,166869,195521
2020,CA,51,2,CA_51_2020,JUAN VARGAS,JUAN M HIDALGO JR,30,4,801670.85,0,165596,76841
2020,CA,52,2,CA_52_2020,SCOTT H PETERS,JIM DEBELLO,10,2,2160221.77,424649.57,244145,152350
2020,CA,53,2,CA_53_2020,GEORGETTE GOMEZ,Null,0,Null,1690439.54,Null,135614,Null
2020,CO,1,2,CO_1_2020,DIANA DEGETTE,SHANE BOLLING,26,0,1080588.62,13657.96,331621,105955
2020,CO,2,2,CO_2_2020,JOE NEGUSE,CHARLIE WINN,4,0,690025.28,100537.58,316925,182547
2020,CO,3,2,CO_3_2020,DIANE E MITSCH BUSH,LAUREN BOEBERT,2,2,5040013.78,2632675.56,194122,220634
2020,CO,4,2,CO_4_2020,IKE MCCORKLE,KEN BUCK,2,8,227963.78,540091.76,173945,285606
2020,CO,5,2,CO_5_2020,JILLIAN FREELAND,DOUG LAMBORN,0,16,181293.51,390060.58,161600,249013
2020,CO,6,2,CO_6_2020,JASON CROW,STEVE HOUSE,4,0,2973214.66,1253894.25,250314,175192
2020,CO,7,2,CO_7_2020,ED PERLMUTTER,"CHARLES ""CASPER"" STOCKHAM",16,0,1345446.88,147959.35,250525,159301
2020,CT,1,2,CT_1_2020,JOHN B LARSON,MARY FAY,22,0,1336604.38,25118.18,213001,122111
2020,CT,2,2,CT_2_2020,JOE COURTNEY,JUSTIN ANDERSON,20,0,1002505.23,78767.12,207303,140356
2020,CT,3,2,CT_3_2020,ROSA L DELAURO,MARGARET STREICKER,32,0,1813321.99,2012375.17,194259,131568
2020,CT,4,2,CT_4_2020,JAMES A HIMES,JONATHAN RIDDLE,14,0,2199740.31,17385.2,224432,130627
2020,CT,5,2,CT_5_2020,JAHANA HAYES,DAVID X SULLIVAN,4,0,1605007.59,430170.44,183797,151988
2020,DE,0,2,DE_0_2020,LISA BLUNT ROCHESTER,LEE MURPHY,0,4,1327603.95,131862.44,281382,196392
2020,FL,1,2,FL_1_2020,PHIL EHR,MATT GAETZ,4,6,1923275.26,4602509.17,149172,283352
2020,FL,3,2,FL_3_2020,ADAM CHRISTENSEN,KAT CAMMACK,0,2,254948.08,1104893.66,167326,223075
2020,FL,4,2,FL_4_2020,DONNA DEEGAN,JOHN H RUTHERFORD,0,6,1026298.18,1284766.32,196423,308497
2020,FL,5,2,FL_5_2020,AL LAWSON JR,GARY ADLER,12,0,731877.75,146944.18,219463,117510
2020,FL,6,2,FL_6_2020,CLINT CURTIS,MICHAEL WALTZ,0,4,24792.35,2036834.48,172305,265393
2020,FL,7,2,FL_7_2020,STEPHANIE N MURPHY,LEO VALENTIN,6,0,1828521.74,1028316.45,224946,175750
2020,FL,8,2,FL_8_2020,JIM KENNEDY,BILL POSEY,0,14,138890.25,1127338.76,177695,282093
2020,FL,9,2,FL_9_2020,DARREN SOTO,"WILLIAM P ""BILL"" OLSON",6,2,949960.3,402594.3,240724,188889
2020,FL,10,2,FL_10_2020,VAL BUTLER DEMINGS,VENNIA FRANCOIS,10,2,1198213.25,333214.95,239434,136889
2020,FL,11,2,FL_11_2020,DANA MARIE COTTRELL,DANIEL WEBSTER,2,12,62379.69,588603.55,158094,316979
2020,FL,12,2,FL_12_2020,KIMBERLY WALKER,GUS M BILIRAKIS,6,16,33543.84,1553942.14,168194,284941
2020,FL,13,2,FL_13_2020,CHARLIE CRIST,ANNA PAULINA LUNA,6,2,4059147.92,3286006.7,215405,190713
2020,FL,14,2,FL_14_2020,KATHY CASTOR,CHRISTINE Y QUINN,16,6,1209194.16,241291.87,224240,147896
2020,FL,15,2,FL_15_2020,ALAN COHN,SCOTT FRANKLIN,8,2,2320645.03,1639816.94,174297,216374
2020,FL,16,2,FL_16_2020,MARGARET GOOD,VERN BUCHANAN,0,16,3453334.85,3649491.41,215683,269001
2020,FL,17,2,FL_17_2020,ALLEN ELLISON,W GREGORY STEUBE,0,4,0,629762.91,140487,266514
2020,FL,18,2,FL_18_2020,PAM KEITH,BRIAN J MAST,0,6,1670342.93,5369799.76,186674,253286
2020,FL,19,2,FL_19_2020,CINDY LYN BANYAI,BYRON DONALDS,2,0,203430.45,0,172146,272440
2020,FL,20,2,FL_20_2020,ALCEE L HASTINGS,GREG MUSSELWHITE,30,1,545668.06,27537.64,253661,68748
2020,FL,21,2,FL_21_2020,LOIS FRANKEL,LAURA LOOMER,30,2,1330992.97,2256020.15,237925,157612
2020,FL,22,2,FL_22_2020,THEODORE E DEUTCH,"JAMES ""JIM"" PRUDEN",12,2,1283607.07,278998.83,235764,166553
2020,FL,23,2,FL_23_2020,DEBBIE WASSERMAN SCHULTZ,CARLA SPALDING,18,2,1992619.2,931190.64,221239,158874
2020,FL,24,2,FL_24_2020,FREDERICA S WILSON,LAVERN SPICER,12,2,321018.89,39561.16,218825,59084
2020,FL,26,2,FL_26_2020,DEBBIE MUCARSEL-POWELL,CARLOS GIMENEZ,2,2,6916171.47,2206564.28,165407,177223
2020,FL,27,2,FL_27_2020,DONNA E SHALALA,MARIA ELVIRA SALAZAR,2,4,3815880.66,3682371.15,166758,176141
2020,GA,1,2,GA_1_2020,JOYCE MARIE GRIGGS,"EARL L ""BUDDY"" CARTER",22,8,129800.33,1766880.02,135238,189457
2020,GA,2,2,GA_2_2020,SANFORD D BISHOP JR,DON COLE,30,0,1456259.17,163543.92,161397,111620
2020,GA,3,2,GA_3_2020,VAL ALMONORD,A DREW FERGUSON IV,2,6,36946.44,2166683.43,129792,241526
2020,GA,4,2,GA_4_2020,"HENRY C ""HANK"" JOHNSON JR",JOHSIE CRUZ EZAMMUDEEN,16,0,498219.43,0,278906,69393
2020,GA,5,2,GA_5_2020,NIKEMA WILLIAMS,ANGELA STANTON-KING,2,0,367104.2,309313.35,301857,52646
2020,GA,6,2,GA_6_2020,LUCY MCBATH,KAREN HANDEL,4,2,8757258.96,3156124.14,216775,180329
2020,GA,7,2,GA_7_2020,CAROLYN BOURDEAUX,RICH MCCORMICK,4,2,5331899.54,2681727.04,190900,180564
2020,GA,8,2,GA_8_2020,LINDSAY HOLLIDAY,AUSTIN SCOTT,0,12,5220,730669.43,109264,198701
2020,GA,9,2,GA_9_2020,DEVIN PANDY,ANDREW CLYDE,0,2,84782.17,1925862.71,79797,292750
2020,GA,10,2,GA_10_2020,TABITHA JOHNSON-GREEN,JODY B HICE,4,12,12463.57,462698.35,142636,235810
2020,GA,11,2,GA_11_2020,DANA BARRETT,BARRY LOUDERMILK,0,8,394976.88,723065.86,160623,245259
2020,GA,12,2,GA_12_2020,LIZ JOHNSON,RICK W ALLEN,2,10,72360.98,666047.82,129061,181038
2020,GA,13,2,GA_13_2020,DAVID SCOTT,BECKY E HITES,20,0,1142722.37,63306.05,279045,81476
2020,GA,14,2,GA_14_2020,KEVIN VAN AUSDAL,MARJORIE TAYLOR GREENE,0,2,126712.34,2259896.17,77798,229827
2020,HI,1,2,HI_1_2020,ED CASE,RON CURTIS,20,0,570675.23,15609.17,183245,71188
2020,HI,2,2,HI_2_2020,"KAIALII ""KAI"" KAHELE",JOE AKANA,2,2,1059752.97,66938.15,171517,84027
2020,IA,1,2,IA_1_2020,ABBY FINKENAUER,ASHLEY HINSON,2,2,5912075.08,5062131.23,201347,212088
2020,IA,2,2,IA_2_2020,RITA R HART,MARIANNETTE MILLER-MEEKS,0,14,4143623.13,1739952.54,196958,196964
2020,IA,3,2,IA_3_2020,CYNTHIA AXNE,DAVID YOUNG,4,6,6294921.24,3139878.92,219205,212997
2020,IA,4,2,IA_4_2020,J D SCHOLTEN,RANDY FEENSTRA,2,2,2929626.12,1895390.16,144761,237369
2020,ID,1,2,ID_1_2020,RUDY SOTO,RUSS FULCHER,0,4,305168.95,515964.61,131380,310736
2020,ID,2,2,ID_2_2020,C AARON SWISHER,MICHAEL K SIMPSON,2,24,74268.32,1101104.36,124151,250669
2020,IL,1,2,IL_1_2020,BOBBY L RUSH,PHILANISE WHITE,30,2,500779.36,5047.85,239943,85027
2020,IL,2,2,IL_2_2020,ROBIN L KELLY,THERESA J RABORN,9,0,1112899.55,0,234896,63142
2020,IL,3,2,IL_3_2020,MARIE NEWMAN,MIKE FRICILONE,4,0,2732742.44,127979.6,172997,133851
2020,IL,4,2,IL_4_2020,"JESUS G ""CHUY"" GARCIA",JESUS SOLORIO,4,0,726422.03,843.27,187219,35518
2020,IL,5,2,IL_5_2020,MIKE QUIGLEY,TOMMY HANSON,12,14,927704.61,0,255661,96200
2020,IL,6,2,IL_6_2020,SEAN CASTEN,JEANNE IVES,4,0,5437739.31,3244293.04,213777,183891
2020,IL,7,2,IL_7_2020,DANNY K DAVIS,CRAIG CAMERON,38,2,510806.2,0,249383,41390
2020,IL,9,2,IL_9_2020,JANICE D SCHAKOWSKY,SARGIS SANGARI,24,2,1538439.42,34714.62,262045,107125
2020,IL,10,2,IL_10_2020,BRADLEY SCOTT SCHNEIDER,VALERIE RAMIREZ MUKHERJEE,10,0,3024001.68,1074784.26,202402,114442
2020,IL,11,2,IL_11_2020,BILL FOSTER,RICK LAIB,14,0,1861112.75,20064.12,194557,112807
2020,IL,12,2,IL_12_2020,RAYMOND C LENZI,MIKE BOST,0,8,162711.58,1540312.3,127577,194839
2020,IL,13,2,IL_13_2020,BETSY DIRKSEN LONDRIGAN,RODNEY DAVIS,2,10,5343867.56,4891001.05,151648,181373
2020,IL,14,2,IL_14_2020,LAUREN UNDERWOOD,JIM OBERWEIS,4,12,7360376.83,3207797.84,203209,197835
2020,IL,15,2,IL_15_2020,ERIKA C WEAVER,MARY MILLER,0,2,32133.75,581556.22,88559,244947
2020,IL,16,2,IL_16_2020,DANI BRZOZOWSKI,ADAM KINZINGER,0,12,436823.19,1598081.23,119313,218839
2020,IL,17,2,IL_17_2020,CHERI BUSTOS,ESTHER JOY KING,10,2,6479373.11,2055793.65,156011,143863
2020,IL,18,2,IL_18_2020,GEORGE PETRILLI,DARIN LAHOOD,0,6,0,1761973.31,110039,261840
2020,IN,1,2,IN_1_2020,FRANK J MRVAN,MARK LEYVA,2,24,476407.3,0,185180,132247
2020,IN,2,2,IN_2_2020,"PATRICIA ""PAT"" HACKETT",JACKIE WALORSKI,2,0,870971.75,1696493.34,114967,183601
2020,IN,3,2,IN_3_2020,CHIP COLDIRON,JIM BANKS,0,6,93091.48,791040.64,104762,220989
2020,IN,4,2,IN_4_2020,JOE MACKEY,JAMES R BAIRD,2,4,43780.07,233207.62,112984,225531
2020,IN,5,2,IN_5_2020,CHRISTINA HALE,VICTORIA SPARTZ,0,2,4008303.05,3161481.86,191226,208212
2020,IN,6,2,IN_6_2020,JEANNINE LEE LAKE,GREG PENCE,0,4,0,2849708.06,91103,225319
2020,IN,7,2,IN_7_2020,ANDRE CARSON,SUSAN MARIE SMITH,14,0,882861.6,59843.39,176422,106146
2020,IN,8,2,IN_8_2020,E THOMASINA MARSILI,LARRY BUCSHON,0,12,68480.01,1084250.52,95691,214643
2020,IN,9,2,IN_9_2020,ANDY RUFF,TREY HOLLINGSWORTH,0,6,136412.35,515280.47,122566,222057
2020,KS,1,2,KS_1_2020,KALI BARNETT,TRACEY MANN,0,12,596810.83,1282295.54,84393,208229
2020,KS,2,2,KS_2_2020,MICHELLE DE LA ISLA,JAKE LATURNER,0,2,1826448.2,1591626.35,136650,185464
2020,KS,3,2,KS_3_2020,SHARICE DAVIDS,AMANDA L ADKINS,4,2,5320319.13,2183399.98,220049,178773
2020,KS,4,2,KS_4_2020,LAURA LOMBARD,RON ESTES,2,4,270287.67,1429529.45,116166,203432
2020,KY,1,2,KY_1_2020,JAMES RHODES,JAMES COMER,0,6,0,507694.35,82141,246329
2020,KY,2,2,KY_2_2020,HANK LINDERMAN,BRETT GUTHRIE,4,14,71121.97,1579044.63,94643,255735
2020,KY,3,2,KY_3_2020,JOHN A YARMUTH,RHONDA PALAZZO,16,2,695281.39,46126.3,230672,137425
2020,KY,4,2,KY_4_2020,ALEXANDRA OWENSBY,THOMAS MASSIE,0,10,155997.49,1570704.21,125896,256613
2020,KY,5,2,KY_5_2020,MATTHEW RYAN BEST,HAROLD ROGERS,0,42,0,842842.86,47056,250914
2020,KY,6,2,KY_6_2020,JOSH HICKS,ANDY BARR,0,12,2992345.39,4391220.43,155011,216948
2020,LA,1,2,LA_1_2020,LEE ANN DUGAS,STEVE SCALISE,0,23,0,33728421.42,94730,270330
2020,LA,6,2,LA_6_2020,"DARTANYON ""DAW"" WILLIAMS",GARRET GRAVES,0,8,98113.62,1240249.26,95541,265706
2020,MA,2,2,MA_2_2020,JAMES P MCGOVERN,TRACY LYN LOVVORN,28,2,1093204.78,22318.6,249854,132220
2020,MA,4,2,MA_4_2020,JAKE AUCHINCLOSS,JULIE A HALL,2,2,2415437.25,134377.95,251102,160474
2020,MA,5,2,MA_5_2020,KATHERINE M CLARK,CAROLINE COLARUSSO,8,0,1542098.78,150639.05,294427,101351
2020,MA,6,2,MA_6_2020,SETH MOULTON,JOHN PAUL MORAN,8,0,1830882.51,304261.04,286377,150695
2020,MA,9,2,MA_9_2020,WILLIAM R KEATING,HELEN BRADY,12,0,652597.95,24135.31,260262,154261
2020,MD,1,2,MD_1_2020,MIA MASON,ANDY HARRIS,2,14,0,983299.56,143877,250901
2020,MD,2,2,MD_2_2020,C A DUTCH RUPPERSBERGER,JOHNNY RAY SALLING,20,0,938293.93,66895.4,224836,106355
2020,MD,3,2,MD_3_2020,JOHN P SARBANES,CHARLES ANTHONY,16,2,692302.65,6741.99,260358,112117
2020,MD,4,2,MD_4_2020,ANTHONY G BROWN,GEORGE E MCDERMOTT,6,0,855967.78,0,282119,71671
